index,sku,filename,brand,model,distributor,defect,source_path
394,CRRF1725SNKE01K1,CRRF1725SNKE01K1.png,Refurbished,Refurbished Seiko 5 Automatic SNKE01 SNKE01K1 SNKE01K Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1725SNKE01K1.png
395,CRRF1670SNKC51J1,CRRF1670SNKC51J1.png,Refurbished,Refurbished Seiko 5 Date-Day Stainless Steel Blue Dial 21 Jewels Automatic SNKC51J1 Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1670SNKC51J1.png
396,CRRF1598SNKE57J1,CRRF1598SNKE57J1.png,Refurbished,Refurbished Seiko 5 Automatic 21 Jewels Japan Made SNKE57 SNKE57J1 SNKE57J Men's Watch,Creation Watches,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1598SNKE57J1.png
397,CRRF1533SNKD99K1,CRRF1533SNKD99K1.png,Refurbished,Refurbished Seiko 5 Automatic SNKD99 SNKD99K1 SNKD99K Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1533SNKD99K1.png
398,CRRF701SNK563J1,CRRF701SNK563J1.png,Refurbished,Refurbished Seiko 5 Automatic Japan Made SNK563 SNK563J1 SNK563J Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF701SNK563J1.png
399,CRRF446SNK375J1,CRRF446SNK375J1.png,Refurbished,Refurbished Seiko 5 Automatic Japan Made 21 Jewels SNK375 SNK375J1 SNK375J Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF446SNK375J1.png
400,CRU579,CRU579.png,Refurbished,Refurbished Michael Kors Runway Rose Gold Tone MK3197 Women's Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRU579.png
401,CRSNKC51J1,CRSNKC51J1.png,Seiko,Seiko 5 Date-Day Stainless Steel Blue Dial 21 Jewels Automatic SNKC51J1 Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRSNKC51J1.png
402,CRU578,CRU578.png,Refurbished,Refurbished Armani Exchange Cayde Grey Dial Quartz AX2722 Men's Watch,Creation Watches,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRU578.png
403,CRRF1683SNXS79K1,CRRF1683SNXS79K1.png,Refurbished,Refurbished Seiko 5 Automatic SNXS79 SNXS79K1 SNXS79K Men's Watch,Creation Watches,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1683SNXS79K1.png
404,CRRF1004NR1Q003W0,CRRF1004NR1Q003W0.png,Refurbished,Refurbished Orient Automatic NR1Q003W0 NR1Q003W Womens Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with full looped strap,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1004NR1Q003W0.png
405,WW610,WW610.png,Seiko,Seiko Quartz 35MM Black Dial Ss Women's Watch Srl049p1,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW610.png
406,CRR3253518513,CRR3253518513.png,Sector,Sector No Limits Stainless Steel Blue Dial Quartz R3253518513 Women's Watch With Git Set,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped mesh bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRR3253518513.png
407,CRRF1558SNKK94K1,CRRF1558SNKK94K1.png,Refurbished,Refurbished Seiko 5 Automatic 21 Jewels SNKK94 SNKK94K1 SNKK94K Men's Watch,Creation Watches,"bboxH-low,case-centre-x; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong side-facing presentation with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1558SNKK94K1.png
408,CRRF1438SNKL58K1,CRRF1438SNKL58K1.png,Refurbished,Refurbished Seiko 5 Automatic White Dial SNKL58 SNKL58K1 SNKL58K Men's Watch,Creation Watches,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1438SNKL58K1.png
409,CRRF378GA-700-1B,CRRF378GA-700-1B.png,Refurbished,Refurbished Casio G-Shock Analog Digital GA-700-1B GA700-1B Men's Watch,Creation Watches,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF378GA-700-1B.png
410,CRRF1283GA-2000S-1,CRRF1283GA-2000S-1.png,Refurbished,Refurbished Casio G-Shock Standard Analog Digital Quartz GA-2000S-1 GA2000S-1 200M Men's Watch,Creation Watches,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with full looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1283GA-2000S-1.png
411,CRRF855INV8930OB,CRRF855INV8930OB.png,Refurbished,Refurbished Invicta Automatic Pro Diver 200M Blue Dial 8930OB Men's Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF855INV8930OB.png
412,CRGA-2100VB-1A,CRGA-2100VB-1A.png,Casio,Casio G-Shock Analog Digital Black Dial Quartz GA-2100VB-1A GA2100,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-2100VB-1A.png
413,CRRF1639SNKE54K1,CRRF1639SNKE54K1.png,Refurbished,Refurbished Seiko 5 Automatic 21 Jewels SNKE54 SNKE54K1 SNKE54K Men's Watch,Creation Watches,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1639SNKE54K1.png
414,CRF20560-5,CRF20560-5.png,Festina,Festina Timeless Chronograph Stainless Steel Black Dial Quartz F20560-5 100M Men's Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRF20560-5.png
415,CRGA-110HR-1A,CRGA-110HR-1A.png,Casio,Casio G-Shock Special Color Shock Resistant Analog Digital GA-110H,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-110HR-1A.png
416,CREFV-620D-1A4V,CREFV-620D-1A4V.png,Casio,Casio Edifice Chronograph Analog Quartz EFV-620D-1A4V EFV620D-1A4,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CREFV-620D-1A4V.png
417,CRU616,CRU616.png,Refurbished,Refurbished Sector 230 Black Dial Two Tone Stainless Steel Quartz R3253161019 100M Men's Watch,Creation Watches,FAIL_CONTENT: watch is shown at a strong angle with a curved bracelet; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRU616.png
418,CRRF1597SNKL66K1,CRRF1597SNKL66K1.png,Refurbished,Refurbished Seiko 5 Sports Automatic Black Dial SNKL66 SNKL66K1 SNKL66K Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1597SNKL66K1.png
419,CRRF1495SNK621K1,CRRF1495SNK621K1.png,Refurbished,Refurbished Seiko 5 Automatic 21 Jewels SNK621 SNK621K1 SNK621K Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1495SNK621K1.png
420,CRGA-100-1A1,CRGA-100-1A1.png,Casio,Casio G-Shock GA-100-1A1 GA100-1A1 Shock Resistant 200M Men's Watc,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-100-1A1.png
421,CRRF1494SNKE51K1,CRRF1494SNKE51K1.png,Refurbished,Refurbished Seiko 5 Automatic SNKE51 SNKE51K1 SNKE51K Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1494SNKE51K1.png
422,CRRF1451SNK615K1,CRRF1451SNK615K1.png,Refurbished,Refurbished Seiko 5 Sports Automatic SNK615 SNK615K1 SNK615K Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1451SNK615K1.png
423,CRRF1341SNK623K1,CRRF1341SNK623K1.png,Refurbished,Refurbished Seiko 5 Automatic SNK623 SNK623K1 SNK623K Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1341SNK623K1.png
424,CRRF1153SNKP15K1,CRRF1153SNKP15K1.png,Refurbished,Refurbished Seiko 5 Automatic White Dial SNKP15 SNKP15K1 SNKP15K Men's Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1153SNKP15K1.png
425,CRF20560-1,CRF20560-1.png,Festina,Festina Timeless Chronograph Stainless Steel Silver Dial Quartz F20560-1 100M Men's Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRF20560-1.png
426,CRGA-140-1A4,CRGA-140-1A4.png,Casio,Casio G-Shock GA-140-1A4 Shock Resistance Quartz 200M Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-140-1A4.png
427,CREFR-526D-3A,CREFR-526D-3A.png,Casio,Casio Edifice Analog Standard Chronograph Stainless Steel Green Di,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with overly cropped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CREFR-526D-3A.png
428,CREFR-526L-7AV,CREFR-526L-7AV.png,Casio,Casio Edifice Chronograph Quartz EFR-526L-7AV Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped leather strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CREFR-526L-7AV.png
429,CRGA-100-1A2,CRGA-100-1A2.png,Casio,Casio G-Shock World Time Alarm GA-100-1A2 GA-100 Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-100-1A2.png
430,CRGA-100-1A4,CRGA-100-1A4.png,Casio,Casio G-Shock Velocity Analog Digital Black Dial Quartz GA-100-1A4,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-100-1A4.png
431,CRG-7900A-4C,CRG-7900A-4C.png,Casio,Casio G-Shock G-Rescue Moon Tide G-7900A-4C G7900A-4C Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRG-7900A-4C.png
432,CRGA-700-4A,CRGA-700-4A.png,Casio,Casio G-Shock Analog Digital 200M GA-700-4A GA700-4A Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-700-4A.png
433,CRGA-B2100MF-1A,CRGA-B2100MF-1A.png,Casio,Casio G-Shock Analog Digital Smartphone Link Multi Fluorescent Accents Series Tough Solar GA-B2100MF-1A 200M Men's Watch,Creation Watches,FAIL_CONTENT: case is not dead-on; visible three-quarter perspective; human full-resolution review: strong perspective with looped strap,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-B2100MF-1A.png
434,CRGA-700-1B,CRGA-700-1B.png,Casio,Casio G-Shock Analog Digital GA-700-1B GA700-1B Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-700-1B.png
435,CRG-7900-2D,CRG-7900-2D.png,Casio,Casio G-Shock G-7900-2D G7900-2D Rescue Sport Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRG-7900-2D.png
436,CRBGA-280-1A,CRBGA-280-1A.png,Casio,Casio Baby-G World Time Analog Digital BGA-280-1A BGA280-1 100M Wo,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRBGA-280-1A.png
437,CRRF1405W-217HM-7BV,CRRF1405W-217HM-7BV.png,Refurbished,Refurbished Casio W-217HM-7BV Chronograph Quartz Men's Watch,Creation Watches,FAIL_CONTENT: watch and strap are shown at a strong angle; human full-resolution review: strong side-facing presentation with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1405W-217HM-7BV.png
438,CRRF1400GA-140-1A4,CRRF1400GA-140-1A4.png,Refurbished,Refurbished Casio G-Shock GA-140-1A4 Shock Resistance Quartz 200M Men's Watch,Creation Watches,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1400GA-140-1A4.png
439,CRGMA-S110VW-4A,CRGMA-S110VW-4A.png,Casio,Casio G-Shock Analog Digital Virtual Worlds Translucent Pink Multicolor Dial Quartz GMA-S110VW-4A 200M Women's Watch,Creation Watches,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped transparent strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGMA-S110VW-4A.png
440,CRGMA-S110VW-2A,CRGMA-S110VW-2A.png,Casio,Casio G-Shock Analog Digital Translucent Light Blue Multicolor Dial Quartz GMA-S110VW-2A 200M Women's Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped transparent strap,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGMA-S110VW-2A.png
441,CRDW-9052-1VDR,CRDW-9052-1VDR.png,Casio,Casio G-Shock DW-9052-1VDR DW9052-1VDR Men's Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRDW-9052-1VDR.png
442,CRGA-2300-1A,CRGA-2300-1A.png,Casio,Casio G-Shock Analog Digital Black Resin Black Dial Quartz GA-2300-1A 200M Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGA-2300-1A.png
443,CRAMW-880D-1A,CRAMW-880D-1A.png,Casio,Casio Enticer World Time Telememo Analog Digital AMW-880D-1A AMW88,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRAMW-880D-1A.png
444,CRAMW-870D-1A,CRAMW-870D-1A.png,Casio,Casio Analog Digital World Time Stainless Steel AMW-870D-1A AMW870,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRAMW-870D-1A.png
445,CRDBC-611-1DF,CRDBC-611-1DF.png,Casio,Casio Digital Stainless Steel Data Bank Multi-Lingual DBC-611-1DF,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRDBC-611-1DF.png
446,CRA168WEGB-1B,CRA168WEGB-1B.png,Casio,Casio Vintage Alarm Digital A168WEGB-1B Unisex Watch,Creation Watches,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRA168WEGB-1B.png
447,CRGMD-S5600NC-9,CRGMD-S5600NC-9.png,Casio,Casio G-Shock Nature's Colour Series Digital Blue Dial Quartz GMD-S5600NC-9 200M Women's Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGMD-S5600NC-9.png
448,CRGMA-S2100NC-4A,CRGMA-S2100NC-4A.png,Casio,Casio G-Shock Nature's Colour Series Analog Digital Yellow Dial Quartz GMA-S2100NC-4A 200M Women's Watch,Creation Watches,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped strap,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRGMA-S2100NC-4A.png
449,CRRF913AMW-880D-1A,CRRF913AMW-880D-1A.png,Refurbished,Refurbished Casio Enticer World Time Telememo Analog Digital AMW-880D-1A AMW880D-1 Men's Watch,Creation Watches,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF913AMW-880D-1A.png
450,E4971850742333,E4971850742333.png,Casio,Casio A-168wg-9wdf,Eastern (Casio),"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/E4971850742333.png
451,CRRF1415LA670WGA-9DF,CRRF1415LA670WGA-9DF.png,Refurbished,Refurbished Casio Digital Stainless Steel Alarm Timer LA670WGA-9DF LA670WGA-9 Women's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong side-facing presentation with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1415LA670WGA-9DF.png
452,E4971850965169,E4971850965169.png,Casio,Casio B640wc-5adf,Eastern (Casio),"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/E4971850965169.png
453,CRMTP-1370D-7A2,CRMTP-1370D-7A2.png,Casio,Casio Classic Analog Stainless Steel Silver Dial Quartz MTP-1370D-7A2 Men's Watch,Creation Watches,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRMTP-1370D-7A2.png
454,CRMTP-1375D-1AV,CRMTP-1375D-1AV.png,Casio,Casio Enticer Analog Stainless Steel Black Dial Quartz MTP-1375D-1AV Men's Watch,Creation Watches,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRMTP-1375D-1AV.png
455,CR90250SBN903,CR90250SBN903.png,Westar,Westar Activ Sports Stainless Steel Black Dial Quartz 90250SBN903 100M Men's Watch,Creation Watches,FAIL_CONTENT: case and bracelet are visibly presented in three-quarter perspective; human full-resolution review: strong perspective with full looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CR90250SBN903.png
456,CRRF1265A700WG-9A,CRRF1265A700WG-9A.png,Refurbished,Refurbished Casio Youth Vintage A700WG-9A Alarm Chronograph Quartz Men's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF1265A700WG-9A.png
457,CR40210GPN107,CR40210GPN107.png,Westar,Westar Profile Gold Tone Stainless Steel White Dial Quartz 40210GPN107 Women's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with full looped bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CR40210GPN107.png
458,E79767766085,E79767766085.png,Casio,Casio Ef-305-1av,Eastern (Casio),"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with strap largely outside frame",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/E79767766085.png
459,CRRF921A700WM-7A,CRRF921A700WM-7A.png,Refurbished,Refurbished Casio Youth Vintage Daily Alarm Quartz A-700WM-7A A700WM-7A 100M Women's Watch,Creation Watches,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped mesh bracelet,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRRF921A700WM-7A.png
460,EAWV-58A-1AV,EAWV-58A-1AV.png,Casio,WV-58A,Eastern Watch Co,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/EAWV-58A-1AV.png
461,EAWV-58DA-1AV,EAWV-58DA-1AV.png,Casio,WV-58DA,Eastern Watch Co,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/EAWV-58DA-1AV.png
462,EAMTP-1170N-7A,EAMTP-1170N-7A.png,Casio,MTP-1170N Silver-Tone,Eastern Watch Co,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/EAMTP-1170N-7A.png
463,EAMTP-4500D-1AV,EAMTP-4500D-1AV.png,Casio,MTP-4500D,Eastern Watch Co,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with bracelet largely outside frame",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/EAMTP-4500D-1AV.png
