sku,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,pass_geometry,pass_content,human_classification,needs_rerender,notes,remediation_status,post_remediation_needs_rerender,post_caseW,post_bboxH,post_cxRatio,post_cyRatio,post_canvas,post_color_mode,post_metric_warnings,post_visual_review,post_sha256
CRBLS-100D-7AV,0.569336,0.896484,0.499512,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.569336,0.896484,0.499512,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,47c6ae3b538fb0e677f30dedd00502bc907c197c8838b99f53b81ff2b916f50d
CRBLS-100D-1AV,0.563477,0.895833,0.499512,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.563477,0.895833,0.499512,0.5,1024x1536,RGBA,caseW-low,acceptable variation,deecb1c42cbda7ed3c445f05f6ac6a74ba6f0475793425d0c9c8bef9d0268235
CRGA-B2100MF-1A,0.790039,0.898438,0.500488,0.499349,1024x1536,RGBA,,,True,False,true failure,True,FAIL_CONTENT: case is not dead-on; visible three-quarter perspective; human full-resolution review: strong perspective with looped strap,rerendered-and-approved,False,0.781250,0.866536,0.500000,0.500326,1024x1536,RGBA,,PASS,c90455952e2e9461c4e9409e8421549f9baeadd1c19dcc7e3239be3ab6f7ebf5
CRGA-B2100FC-3A,0.833008,0.897786,0.500488,0.499674,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.833008,0.897786,0.500488,0.499674,1024x1536,RGBA,caseW-high,acceptable variation,a1c5f396273ccd72af40e318f7d1774aeea02b1f1d9e0609af1edf44c691aa09
CREM70005B,0.756836,0.957682,0.489746,0.493815,1024x1536,RGBA,,bboxH-high,False,True,acceptable variation,False,bboxH-high; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.756836,0.957682,0.489746,0.493815,1024x1536,RGBA,bboxH-high,acceptable variation,ab437964f9d325fc860654b97589e2c4576c8c0ac49b019ab038d36df1e40e6e
CRGA-700-1B,0.975362,0.987778,0.5,0.499444,690x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,81588533f9830c051fcc96785662bc6753b72b646bc4ec6d0e20a14a4ccbc912
CREM70002D,0.688477,0.923177,0.51416,0.494141,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.688477,0.923177,0.51416,0.494141,1024x1536,RGBA,caseW-low,acceptable variation,fd04e8148c9be0f194c88fbe887a7695bdc92655b97fdca1e7fc3433190384ee
CREM7P006B,0.791016,0.929688,0.516602,0.491536,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.791016,0.929688,0.516602,0.491536,1024x1536,RGBA,,approved,dc02c9d4a8431406eb02feec6ff061cf945dcada299b5e2337ecefe68f13d54a
CRRA-AB0E10S19A,0.91684,0.932222,0.5,0.499444,481x900,RGBA,,canvas|caseW-high,False,True,acceptable variation,False,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.91684,0.932222,0.5,0.499444,481x900,RGBA,canvas|caseW-high,acceptable variation,163caf549a9be6ba4421ab1bcf76cb74e80020a2b60d68f3ca8c1bba20cd48a5
CREM7P00EC,0.799805,0.947917,0.486816,0.490885,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.799805,0.947917,0.486816,0.490885,1024x1536,RGBA,,approved,f615956a459e30c7a41c5502d583a4ccbdc2404b9d11f778f686935c63eb34f9
CRGMA-S140-7A,0.845703,0.897135,0.499023,0.499349,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.845703,0.897135,0.499023,0.499349,1024x1536,RGBA,caseW-high,acceptable variation,def1868bff7b2ade94959cd517ec1066a450b459b425539d3976e8952b7e5c44
CRGMA-S140-2A2,0.84375,0.899089,0.5,0.500326,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.84375,0.899089,0.5,0.500326,1024x1536,RGBA,caseW-high,acceptable variation,228ca4d657008a267ca260565733270f30792fb3da61d42867e79603fb42b4a6
CREM70002W,0.749023,0.927734,0.51709,0.494466,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.749023,0.927734,0.51709,0.494466,1024x1536,RGBA,,approved,13210bdadbc1e53fa3e9cdfecaaca9b7684222b6d258d6f5fd7afd9054fcdafd
CRMTP-M305L-7A,0.968447,0.985556,0.5,0.498333,412x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.968447,0.985556,0.5,0.498333,412x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,a6e72722d412a90a68f3bac2f666e0e6436b0c0258b259ecdc6c1aca62f8080a
CRG-7900-2D,0.974832,0.982222,0.500839,0.5,596x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,a342d99b5bbb32b4b31e68298d23702361dbbc95abf0bcc01ac9eeaac3ca7899
CRFS6122,0.733398,0.895833,0.500488,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.733398,0.895833,0.500488,0.5,1024x1536,RGBA,,approved,f963a3f8b153da6f487c50bf636c7a8b07d06dd56a2dd315767d75a58735c7c5
CRBGA-280-1A,0.975728,0.984444,0.500809,0.5,618x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,4feb24493ad6d0380f85a9398a9fdc7e4a068fef1d68f4c401cf1aceb6c6f080
CRMDV-107D-1A1,0.977099,0.983333,0.5,0.500556,524x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.977099,0.983333,0.5,0.500556,524x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,c3a81a70ab79a80e246a7c5d531c747e05b48f9bba79b07e7fb0c0037b669df4
CRDW-6900RL-1,0.979066,0.986667,0.500805,0.5,621x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.979066,0.986667,0.500805,0.5,621x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,9b5b17b6529383df60c0bb032a45842cc7fdf3c8eee4bbecf75e318facc937b5
CRRF1409MTP-B180D-3AV,0.879883,0.896484,0.499512,0.500326,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.879883,0.896484,0.499512,0.500326,1024x1536,RGBA,caseW-high,acceptable variation,f1a32dbf07078711058691ea005088a2bcb705be1dda9542453ac9cba47195f6
CRRF1405W-217HM-7BV,0.755859,0.901693,0.5,0.498372,1024x1536,RGBA,,,True,False,true failure,True,FAIL_CONTENT: watch and strap are shown at a strong angle; human full-resolution review: strong side-facing presentation with looped bracelet,rerendered-and-approved,False,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,6ce3087092bbe2e8ca9a3b7e450f6f0642d9a8636603bf2a1afbbd7aa17cc6bd
CRRF1404MTP-B145G-9AV,0.737305,0.897135,0.499512,0.500651,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.737305,0.897135,0.499512,0.500651,1024x1536,RGBA,,approved,e10728c3a46deb092d4fa8f4b121e3b37c74b5f1893947bedb522e970b35488f
CRRF1403MTP-RS100D-1A,0.797852,0.896484,0.499512,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.797852,0.896484,0.499512,0.499674,1024x1536,RGBA,,approved,a9972a9a9f5099de9e4906317599538ed26d9a96d38d96e00d59eaef1aa9f18d
CRRF1402MTP-1302D-7A1V,0.711914,0.898438,0.499512,0.498698,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.711914,0.898438,0.499512,0.498698,1024x1536,RGBA,caseW-low,acceptable variation,b379dcde5093d54b824d9d11902dd0b5e5f4c0f2110f8d0c1f3262ae7353bd58
CRRF1400GA-140-1A4,0.886719,0.811849,0.5,0.499674,1024x1536,RGBA,,caseW-high|bboxH-low,False,False,true failure,True,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.780273,0.898438,0.499512,0.500000,1024x1536,RGBA,,PASS,35a8d054448d59f71fd9dc2ac6082243e17a14cbf4b6697741724edab6070159
CRRF1397MTD-135D-7AV,0.857422,0.895182,0.499512,0.499674,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.857422,0.895182,0.499512,0.499674,1024x1536,RGBA,caseW-high,acceptable variation,8cfee5f23061aa1357e0c0e28b580c46dfb5bc8faadc3d0b3d3ca0a71ebf2426
CRMTP-B195RG-2AV,0.669922,0.897786,0.499512,0.499023,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.669922,0.897786,0.499512,0.499023,1024x1536,RGBA,caseW-low,acceptable variation,0a44849a2c73d87dc0415a4a4f601c8afa5c852888a57249055f22247a8f2fc4
CRMTP-B195D-7AV,0.671875,0.898438,0.499512,0.500651,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.671875,0.898438,0.499512,0.500651,1024x1536,RGBA,caseW-low,acceptable variation,0cbbe109c3c62cc0f57c1f3e7f5f5746fcbfba91055eed07f442a9b0f714ec45
CRBI5110-54X,0.749023,0.898438,0.499512,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.749023,0.898438,0.499512,0.5,1024x1536,RGBA,,approved,2dab0a7faa7f135297ef85134d71003513a6fb85a73b3a55ec6a1f90cd11ef58
CRGMA-S140PP-4A,0.84082,0.897135,0.500488,0.5,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.84082,0.897135,0.500488,0.5,1024x1536,RGBA,caseW-high,acceptable variation,75044a3ccfa6435d0993f33706aece005170f0f6f72315e109bfc6bf5720531f
CRMTP-B146D-2AV,0.614258,0.898438,0.499512,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.614258,0.898438,0.499512,0.5,1024x1536,RGBA,caseW-low,acceptable variation,536e7e863725b72293e10b913efc2dcc627bc2f245f5719835f50088adc2bee9
CRMTP-E735D-1AV,0.676758,0.897135,0.499512,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.676758,0.897135,0.499512,0.5,1024x1536,RGBA,caseW-low,acceptable variation,dc2bad7d4ac72b549c52f4afc5d7de8b4dbaf3bca2f11da4d3e586d7cf53ae83
CRMTP-E735B-7AV,0.677734,0.896484,0.499023,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.677734,0.896484,0.499023,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,5e448084e21ad5a3ebf9f824ae99c3d6f6b033a65834347d2548068805921aea
CRLTP-B170D-7BV,0.616211,0.897786,0.499512,0.499023,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.616211,0.897786,0.499512,0.499023,1024x1536,RGBA,caseW-low,acceptable variation,8fc55ab241c1da4d7dde6637735e00dc23f2fd576992140ec9a0dc18bdd16d2e
CRLTP-B170D-4BV,0.625,0.897786,0.5,0.499023,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.625,0.897786,0.5,0.499023,1024x1536,RGBA,caseW-low,acceptable variation,79a81ff71a75c9de8cf2221baa61d9764eea3572dd17ae444332bf8c17e8bedf
CRLTP-B170D-2BV,0.620117,0.897135,0.499512,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.620117,0.897135,0.499512,0.5,1024x1536,RGBA,caseW-low,acceptable variation,ff2abfc302c084f5d7abbdf37ddba866d9727ac607b0d1c8e2b6bac9a02471dc
CRLTP-B170D-1BV,0.616211,0.896484,0.499512,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.616211,0.896484,0.499512,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,b15cd1fac0bd581eec4b976179d55659ab9191040d19a65b86b1df6eebdd1c1e
CREFV-640D-3AV,0.722656,0.897135,0.500977,0.499349,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.722656,0.897135,0.500977,0.499349,1024x1536,RGBA,caseW-low,acceptable variation,4c3cacb43785360389f9ea2c5721a32a184bf383097a40d3f141baa2096381c1
CREFV-640D-2BV,0.719727,0.895833,0.500488,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.719727,0.895833,0.500488,0.5,1024x1536,RGBA,caseW-low,acceptable variation,2e99593720c47b8e43a96cfa0d35642c03469b84d1749beb922033aac7d7865d
CRGMA-S110VW-4A,0.884766,0.839193,0.5,0.499674,1024x1536,RGBA,,caseW-high|bboxH-low,False,False,true failure,True,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped transparent strap",rerendered-and-approved,False,0.780273,0.854167,0.499512,0.500000,1024x1536,RGBA,,PASS,8283ff09d543398961573b66228b5cf7ae4eb2ba46b74a5760ff9d3d3ff6635f
CRGMA-S110VW-2A,0.864258,0.897786,0.500488,0.499023,1024x1536,RGBA,,caseW-high,False,False,true failure,True,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped transparent strap,rerendered-and-approved,False,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,f5f93b15f2f9963058eed28c87a0590b69531005a1306f49f403007b0da7502f
CRGA-110AS-5A,0.884766,0.86849,0.500977,0.5,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.884766,0.86849,0.500977,0.5,1024x1536,RGBA,caseW-high,acceptable variation,83c8b43f1c92437b8238f2ae496ce2515ece793784673fa0d39610bc9cd4bddf
CRGMA-P2110SC-4A,0.773438,0.897786,0.5,0.499023,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.773438,0.897786,0.5,0.499023,1024x1536,RGBA,,approved,712fc715a735cf181fe39e11c6dc2078f2d535967509a69f34cfb2b2e51b411d
CRGMA-P2110SC-2A,0.773438,0.895833,0.500977,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.773438,0.895833,0.500977,0.5,1024x1536,RGBA,,approved,be36550e359d6c81b0dd5f690222a9b10ecede4fbdc15f644f059776690421ea
CRMTP-E510D-5AV,0.735352,0.896484,0.499512,0.500326,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.735352,0.896484,0.499512,0.500326,1024x1536,RGBA,,approved,4a2e430cdcf776af10bc843081587892697ce1a505b36e18c114c520b750cb8d
CRMTP-E510D-2A2V,0.732422,0.894531,0.5,0.499349,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.732422,0.894531,0.5,0.499349,1024x1536,RGBA,,approved,4157b1ab6ad65d34a75fe63b037b8cafed99413d9e6706684dcb4484963cc0a3
CRSAB0C007W9,0.705078,0.941406,0.506836,0.492188,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.705078,0.941406,0.506836,0.492188,1024x1536,RGBA,caseW-low,acceptable variation,207d6cd46870802b1403ee965db181ac7c541c8849efeab88cb5cb169f39a713
CRDW-9052-1VDR,0.976589,0.985556,0.499164,0.499444,598x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap",rerendered-and-approved,False,0.779297,0.878906,0.500000,0.500000,1024x1536,RGBA,,PASS,f48eb291db5aacfb0c2f6035574cb1dfbdf38ca2359a01de930eaac003165f4e
CRSAB0C004B9,0.735352,0.935547,0.515137,0.498372,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.735352,0.935547,0.515137,0.498372,1024x1536,RGBA,,approved,bb062f56bd0c4542a707e663d9a5c670e2ed51147f6dbf87f7d9cfaab015a26f
CRSAB0C002W9,0.75293,0.942057,0.501465,0.493164,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.75293,0.942057,0.501465,0.493164,1024x1536,RGBA,,approved,580bb8118a37b8688ab1080f98c1ae5939572724e8dfe4776bd5975dfc7e095d
CRMTP-B315D-7AV,0.704102,0.896484,0.499512,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.704102,0.896484,0.499512,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,c50039bc6e0d4179c29760059b9850c522180f2d87f7215b13c19b278459328e
CRMTP-B315D-1AV,0.702148,0.896484,0.499512,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.702148,0.896484,0.499512,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,c0bfd66e6a0f4f4bb74a79b3f4f4da3efc636a96d82c11595cac94915d5e6555
CREFV-650L-7AV,0.740234,0.897135,0.499023,0.499349,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.740234,0.897135,0.499023,0.499349,1024x1536,RGBA,,approved,f3a89bab124b040beb891ffe99f573d8bc8243a3e6314fffc1b8622ea21cedac
CRGA-110RL-1A,0.879883,0.895833,0.499512,0.5,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.879883,0.895833,0.499512,0.5,1024x1536,RGBA,caseW-high,acceptable variation,7a90b1ddccbccdf354e3c282316b26b79a64974872c8ad6e422a8374f4416819
CRABL-100WEGG-1B,0.780273,0.895833,0.499512,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.780273,0.895833,0.499512,0.5,1024x1536,RGBA,,approved,f944d29f2f9b5cd4a34e01dda423f9d0786901d8c47c51fc250cfa8d5ae27610
CRGA-2300-1A,0.725586,0.897786,0.500488,0.499674,1024x1536,RGBA,,caseW-low,False,False,true failure,True,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap,rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,1ae2905f112009482a74ffc35630ebc02d4746c80f3997b4c1bef1858a3ec8d6
CRF20707-3,0.970588,0.985556,0.50098,0.499444,510x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.970588,0.985556,0.50098,0.499444,510x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,8ffe9291d9918160cbfef279bbf1186d5fd2b23297f03ffedc475a16a643cd5f
CRBG-169U-1C,0.976234,0.983333,0.499086,0.500556,547x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.976234,0.983333,0.499086,0.500556,547x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,cba8daaa98d804ddd2c01c708a6ff778189303786a50137c9deca17bb9039dae
CRBGA-15K-4A,0.975221,0.984444,0.5,0.498889,565x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.975221,0.984444,0.5,0.498889,565x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,629811bb2bc5ac0c07391548f1589bbdea3027b415f804d72ab525ab56c3e702
CREFB-109D-7AV,0.673828,0.897786,0.5,0.499023,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.673828,0.897786,0.5,0.499023,1024x1536,RGBA,caseW-low,acceptable variation,e05d22d1e455f653f30f36ab13953133152127d06e964f3541d49fc02e51f1f4
CREFB-109D-1AV,0.673828,0.898438,0.5,0.499349,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.673828,0.898438,0.5,0.499349,1024x1536,RGBA,caseW-low,acceptable variation,e4c6c7b884fc8bb73b74c9acb0d805ed70ad5beba1399b4fdfb3f2d474156d33
CRABL-100WE-1B,0.973333,0.983333,0.501905,0.499444,525x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.973333,0.983333,0.501905,0.499444,525x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,ac82be38d233b800fa3dc2344ade49b290bc58a355410afa4d3f142549c3880d
CRAMW-880D-1A,0.974453,0.987778,0.499088,0.499444,548x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.779297,0.908854,0.500000,0.500000,1024x1536,RGBA,,PASS,7263ed757e1989138c63605465e83f0979447f26adb59359a0415f33177ca0b1
CRFAB0000EB,0.719727,0.928385,0.492676,0.496094,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.719727,0.928385,0.492676,0.496094,1024x1536,RGBA,caseW-low,acceptable variation,286ffedfdfa1cd5c744236ab66a85bf4bafd21e15c63cbd1473c99845783d8a3
CREFV-160D-2BV,0.719727,0.896484,0.499512,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.719727,0.896484,0.499512,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,e5432d128c5968aca85558af941c2603e1b21910a23b0776d228dec353b9f26c
CRMTP-B210D-7AV,0.672852,0.898438,0.499512,0.498698,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.672852,0.898438,0.499512,0.498698,1024x1536,RGBA,caseW-low,acceptable variation,55824ac4fbda770f18831ea8e0e063b592de624f9567d3f46ecf86688e75c3cd
CRMTP-B210D-2A2V,0.670898,0.897786,0.500488,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.670898,0.897786,0.500488,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,bfa8d5ec5f7498e85352a5a002a3f4b1026a5dc53195abafdb7883aab27afc22
CRMTP-B210D-2A1V,0.668945,0.896484,0.499512,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.668945,0.896484,0.499512,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,56abc39aeef92e74f38f5f1b718eb69eee99c1722bc1393b9e4d95d31aa8155a
CRMTP-B210D-1AV,0.669922,0.897135,0.5,0.500651,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.669922,0.897135,0.5,0.500651,1024x1536,RGBA,caseW-low,acceptable variation,817e0cc4bde4cf425e04a6cf983e1ddaaf773f1b18dab58f7d4b1e66cc4bc7a2
CREFV-C120D-1A4,0.772461,0.897135,0.500488,0.499349,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.772461,0.897135,0.500488,0.499349,1024x1536,RGBA,,approved,c90c5b0883de178fa046fdf728ae2adb21288eca2a9632d3d86b11f86220817d
CREFB-109D-2AV,0.673828,0.895833,0.500977,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.673828,0.895833,0.500977,0.5,1024x1536,RGBA,caseW-low,acceptable variation,e16c2b11746c53b66335672dbeaa7f66b1e9afaff898cfdf5f9267ef08a44bb1
CREFV-650D-3A,0.743164,0.897786,0.499512,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.743164,0.897786,0.499512,0.499674,1024x1536,RGBA,,approved,99082f0d9946b2361310b6033bfa0e26b5aaa18e4ba7b8e50e3d418692654f74
