sku,human_classification,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,notes
CRSRPB81K1,true failure,0.977352,0.985556,0.497387,0.499444,574x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRECB-10D-2A,true failure,0.97686,0.986667,0.498347,0.501111,605x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRF20463-2,true failure,0.968858,0.985556,0.50173,0.500556,578x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW790,true failure,0.971074,0.986,0.497934,0.501,242x500,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
WW774,true failure,0.977629,0.987,0.5,0.5015,447x1000,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CREFR-S108D-1A,true failure,0.936681,0.792222,0.498908,0.499444,458x900,RGBA,,canvas|caseW-high|bboxH-low,"canvas,caseW-high,bboxH-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CREFR-S108D-3A,true failure,0.968085,0.982222,0.498936,0.5,470x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRCEM75001BR,true failure,0.979967,0.993333,0.498331,0.501111,599x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRPRJ-B001-5,true failure,0.967241,0.982222,0.5,0.5,580x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
E79767927295,true failure,0.979899,0.983813,0.501256,0.499101,398x556,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRRF600SNKK98K1,true failure,0.771484,0.898438,0.499023,0.499349,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle with a curved bracelet; human full-resolution review: strong perspective with looped bracelet
CRRF410SNKL28K1,true failure,0.759766,0.898438,0.5,0.5,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle with a curved bracelet; human full-resolution review: strong perspective with looped bracelet
CRSRPA93J1,true failure,0.974403,0.983333,0.499147,0.499444,586x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full-strap presentation with end hardware visible"
CRU864,true failure,0.875,0.898438,0.500977,0.500651,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRGM-5600GC-1,true failure,0.728516,0.900391,0.499512,0.500326,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap
CRAV-4011-0C,true failure,0.454102,0.906901,0.500488,0.500326,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: severely zoomed-out full-strap presentation
CRRF1730SNZG13J1,true failure,0.832031,0.897786,0.500977,0.499023,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1688SNKL57K1,true failure,0.750977,0.904297,0.5,0.496419,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRRF1613SNXS79J1,true failure,0.717773,0.894531,0.499512,0.500651,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1292SNXS80K1,true failure,0.689453,0.897135,0.500488,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1136SNKN55J1,true failure,0.807617,0.895833,0.499512,0.5,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRFAC00007W0,true failure,0.974775,0.984444,0.498198,0.5,555x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRSRP635K1,true failure,0.469758,0.967844,0.491935,0.500315,992x1586,RGBA,,canvas|caseW-low|bboxH-high,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: severely zoomed-out full-strap presentation"
CRRF1527SNKL86K1,true failure,0.733398,0.897786,0.499512,0.500326,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRRF1122SNK366K1,true failure,0.759766,0.893229,0.490723,0.503255,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRRF209-SNKK84K1,true failure,0.694336,0.911458,0.5,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CREQS-940NL-1A,true failure,0.798828,0.897786,0.499023,0.499023,1024x1536,RGBA,,,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped strap
CRGA-2100-7A7,true failure,0.914591,0.983333,0.50089,0.500556,562x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRRF1728SNK567J1,true failure,0.661133,0.895833,0.500977,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1725SNKE01K1,true failure,0.682617,0.895833,0.499023,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1670SNKC51J1,true failure,0.616211,0.897135,0.498535,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1598SNKE57J1,true failure,0.787109,0.897135,0.499023,0.5,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRRF1533SNKD99K1,true failure,0.675781,0.896484,0.5,0.500326,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF701SNK563J1,true failure,0.662109,0.895833,0.5,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF446SNK375J1,true failure,0.647461,0.895833,0.500488,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRU579,true failure,0.868164,0.897135,0.499512,0.5,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRSNKC51J1,true failure,0.616211,0.897135,0.498535,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRU578,true failure,0.799805,0.897786,0.500488,0.500977,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRRF1683SNXS79K1,true failure,0.792969,0.898438,0.5,0.500651,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRRF1004NR1Q003W0,true failure,0.87793,0.852214,0.499512,0.499674,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with full looped strap
WW610,true failure,0.985401,1.0,0.5,0.5,548x1100,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRR3253518513,true failure,0.640625,0.904297,0.498047,0.499674,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped mesh bracelet
CRRF1558SNKK94K1,true failure,0.748047,0.73112,0.452148,0.508789,1024x1536,RGBA,,bboxH-low|case-centre-x,"bboxH-low,case-centre-x; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong side-facing presentation with looped bracelet"
CRRF1438SNKL58K1,true failure,0.751953,0.899089,0.499023,0.499674,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRRF378GA-700-1B,true failure,0.881836,0.775391,0.500488,0.499674,1024x1536,RGBA,,caseW-high|bboxH-low,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap"
CRRF1283GA-2000S-1,true failure,0.870117,0.724609,0.499512,0.499674,1024x1536,RGBA,,caseW-high|bboxH-low,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with full looped strap"
CRRF855INV8930OB,true failure,0.867188,0.89974,0.499023,0.5,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRGA-2100VB-1A,true failure,0.966549,0.985556,0.501761,0.500556,568x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRRF1639SNKE54K1,true failure,0.749023,0.899089,0.500488,0.499023,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle; human full-resolution review: strong perspective with looped bracelet
CRF20560-5,true failure,0.875977,0.907552,0.500488,0.5,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRGA-110HR-1A,true failure,0.978295,0.986667,0.5,0.5,645x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CREFV-620D-1A4V,true failure,0.977273,0.984444,0.5,0.5,616x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRU616,true failure,0.776367,0.896484,0.490723,0.500326,1024x1536,RGBA,,,FAIL_CONTENT: watch is shown at a strong angle with a curved bracelet; human full-resolution review: strong perspective with looped bracelet
CRRF1597SNKL66K1,true failure,0.68457,0.897786,0.497559,0.500326,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1495SNK621K1,true failure,0.676758,0.896484,0.500488,0.499674,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRGA-100-1A1,true failure,0.971088,0.981111,0.50085,0.498333,588x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRRF1494SNKE51K1,true failure,0.724609,0.897786,0.500977,0.500977,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1451SNK615K1,true failure,0.649414,0.899089,0.500488,0.499023,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1341SNK623K1,true failure,0.615234,0.911458,0.5,0.5,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRRF1153SNKP15K1,true failure,0.866211,0.897786,0.496582,0.500326,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRF20560-1,true failure,0.884766,0.911458,0.5,0.5,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CRGA-140-1A4,true failure,0.978723,0.984444,0.50152,0.5,658x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CREFR-526D-3A,true failure,0.971098,0.983333,0.500963,0.498333,519x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with overly cropped bracelet"
CREFR-526L-7AV,true failure,0.978378,0.984444,0.5,0.498889,555x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped leather strap"
CRGA-100-1A2,true failure,0.980328,0.983333,0.5,0.499444,610x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRGA-100-1A4,true failure,0.977742,0.983333,0.5,0.500556,629x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRG-7900A-4C,true failure,0.960443,0.986667,0.502373,0.5,632x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRGA-700-4A,true failure,0.976574,0.983333,0.499268,0.500556,683x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRGA-B2100MF-1A,true failure,0.790039,0.898438,0.500488,0.499349,1024x1536,RGBA,,,FAIL_CONTENT: case is not dead-on; visible three-quarter perspective; human full-resolution review: strong perspective with looped strap
CRGA-700-1B,true failure,0.975362,0.987778,0.5,0.499444,690x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRG-7900-2D,true failure,0.974832,0.982222,0.500839,0.5,596x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRBGA-280-1A,true failure,0.975728,0.984444,0.500809,0.5,618x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRRF1405W-217HM-7BV,true failure,0.755859,0.901693,0.5,0.498372,1024x1536,RGBA,,,FAIL_CONTENT: watch and strap are shown at a strong angle; human full-resolution review: strong side-facing presentation with looped bracelet
CRRF1400GA-140-1A4,true failure,0.886719,0.811849,0.5,0.499674,1024x1536,RGBA,,caseW-high|bboxH-low,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap"
CRGMA-S110VW-4A,true failure,0.884766,0.839193,0.5,0.499674,1024x1536,RGBA,,caseW-high|bboxH-low,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped transparent strap"
CRGMA-S110VW-2A,true failure,0.864258,0.897786,0.500488,0.499023,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped transparent strap
CRDW-9052-1VDR,true failure,0.976589,0.985556,0.499164,0.499444,598x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
CRGA-2300-1A,true failure,0.725586,0.897786,0.500488,0.499674,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap
CRAMW-880D-1A,true failure,0.974453,0.987778,0.499088,0.499444,548x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRAMW-870D-1A,true failure,0.966229,0.984444,0.501876,0.501111,533x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRDBC-611-1DF,true failure,0.96319,0.983333,0.501022,0.500556,489x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRA168WEGB-1B,true failure,0.953629,0.98,0.5,0.498889,496x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRGMD-S5600NC-9,true failure,0.837891,0.899089,0.500977,0.499674,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap
CRGMA-S2100NC-4A,true failure,0.794922,0.897786,0.5,0.499023,1024x1536,RGBA,,,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped strap
CRRF913AMW-880D-1A,true failure,0.808594,0.896484,0.499023,0.500326,1024x1536,RGBA,,,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped bracelet
E4971850742333,true failure,0.998447,1.0,0.5,0.5,644x1200,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRRF1415LA670WGA-9DF,true failure,0.535156,0.897786,0.5,0.500326,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong side-facing presentation with looped bracelet
E4971850965169,true failure,0.965377,0.985537,0.497963,0.501033,491x968,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
CRMTP-1370D-7A2,true failure,0.802734,0.895182,0.498047,0.499674,1024x1536,RGBA,,,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped bracelet
CRMTP-1375D-1AV,true failure,0.880859,0.889323,0.500977,0.501302,1024x1536,RGBA,,caseW-high,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CR90250SBN903,true failure,0.731445,0.895833,0.497559,0.5,1024x1536,RGBA,,,FAIL_CONTENT: case and bracelet are visibly presented in three-quarter perspective; human full-resolution review: strong perspective with full looped bracelet
CRRF1265A700WG-9A,true failure,0.695312,0.898438,0.499023,0.498698,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped bracelet
CR40210GPN107,true failure,0.618164,0.876302,0.477051,0.48763,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with full looped bracelet
E79767766085,true failure,0.979798,0.986653,0.5,0.499487,594x974,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with strap largely outside frame"
CRRF921A700WM-7A,true failure,0.688477,0.896484,0.5,0.500326,1024x1536,RGBA,,caseW-low,caseW-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped mesh bracelet
EAWV-58A-1AV,true failure,0.967051,0.983333,0.499176,0.501667,607x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap"
EAWV-58DA-1AV,true failure,0.971808,0.988889,0.498342,0.501111,603x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAMTP-1170N-7A,true failure,0.968165,0.984444,0.500936,0.5,534x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAMTP-4500D-1AV,true failure,0.971667,0.98,0.500833,0.5,600x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with bracelet largely outside frame"
EAMTP-1303D-1A,true failure,0.97227,0.982222,0.498267,0.5,577x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
E4971850930778,true failure,0.976642,0.985582,0.5,0.5,685x971,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
E79767968786,true failure,0.994941,0.996571,0.501686,0.498286,593x875,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
E4971850906537,true failure,0.97377,1.0,0.5,0.5,610x1024,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full fabric strap and hardware presentation contrary to catalog crop"
EAAE-2000WD-1AV,true failure,0.971564,0.982222,0.50158,0.497778,633x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap"
EALTP-1128A-7A,true failure,0.968889,0.985556,0.5,0.499444,450x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAAW-80V-5BV,true failure,0.969589,0.983333,0.502683,0.500556,559x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full strap and buckle hardware visible"
E4971850906506,true failure,0.984709,0.998972,0.501529,0.499486,654x973,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: full fabric strap and buckle presentation contrary to catalog crop"
EADB-36-1AV,true failure,0.962963,0.982222,0.500975,0.502222,513x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full curved strap"
EALA-11WL-4A,true failure,0.9642,0.733333,0.502387,0.374444,419x900,RGBA,,canvas|caseW-high|bboxH-low|case-centre-y,"canvas,caseW-high,bboxH-low,case-centre-y; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: incomplete product image with lower strap missing"
EALA-11WB-1,true failure,0.954545,0.986667,0.5,0.5,396x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full curved strap"
EAFT-500WC-1BV,true failure,0.969314,0.981111,0.501805,0.499444,554x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full curved strap"
EAFT-500WV-3BV,true failure,0.962003,0.981111,0.5,0.499444,579x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full curved strap"
EADBC-32-1A,true failure,0.966469,0.98,0.499014,0.498889,507x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap"
EAHDA-600B-1BV,true failure,0.973592,0.98,0.50088,0.5,568x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap"
EAEF-305-1AV,true failure,0.976027,0.985556,0.501712,0.500556,584x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap"
EALRW-200H-1BV,true failure,0.975045,0.984444,0.5,0.5,561x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curved strap"
EAA-171WE-1A,true failure,0.967118,0.982222,0.499033,0.5,517x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAA-158WEA-9,true failure,0.972056,0.977778,0.5,0.5,501x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EALF20W-8A,true failure,0.968635,0.992222,0.499077,0.496111,542x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full curved strap"
EAA-700WE-1A,true failure,0.989339,0.98,0.50533,0.5,469x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAA-178WA-1A,true failure,0.965385,0.99,0.497115,0.495,520x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAA-178WGA-1A,true failure,0.96699,0.978889,0.496117,0.499444,515x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAA-168WA-1,true failure,0.952562,1.0,0.497154,0.5,527x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
EAA-168WG-9,true failure,0.968224,0.98,0.497196,0.5,535x900,RGBA,,canvas|caseW-high|bboxH-high,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet"
