SKU,Brand,Model_Reference,MarketValue,Pack,Issue,CurrentImageURL_reference
CRRA-WJ0004Y,Orient,Orient Mako III Stainless Steel Brown Dial Solar Diver's RA-WJ0004,452.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-WJ0004Y.png
CRRA-WK0001S,Orient,Orient Bambino Leather Strap White Dial Solar RA-WK0001S Men's Wat,342.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-WK0001S.png
CRRA-WK0002E,Orient,Orient Bambino Leather Strap Pale Green Dial Solar RA-WK0002E Men',319.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-WK0002E.png
CRRA-WK0003G,Orient,Orient Bambino Leather Strap Champagne Dial Solar RA-WK0003G Men's,481.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-WK0003G.png
CRRA-WK0004L,Orient,Orient Bambino Leather Strap Black Dial Solar RA-WK0004L Men's Wat,319.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-WK0004L.png
CRRA-WK0005P,Orient,Orient Bambino Leather Strap Pink Dial Solar RA-WK0005P Men's Watc,319.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRA-WK0005P.png
CRRE-AT0107S00B,Orient,Orient Star Open Heart Automatic Diver's RE-AT0107S00B 200M Men's ,756.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRE-AT0107S00B.png
CRRE-AU0303B00B,Orient,Orient Star Diver's Automatic RE-AU0303B00B 200M Men's Watch,683.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRE-AU0303B00B.png
CRRE-AU0304L00B,Orient,Orient Star Limited Edition Automatic Diver's RE-AU0304L00B 200M M,695.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRE-AU0304L00B.png
CRRE-AU0307E00B,Orient,Orient Star Automatic Diver's RE-AU0307E00B Japan Made 200M Men's ,828.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRE-AU0307E00B.png
CRRE-ND0014L00B,Orient,Orient Star 70th Anniversary Limited Edition Open Heart Automatic ,575.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRE-ND0014L00B.png
CRRF1103SRPD31K1,Seiko,Refurbished Seiko Prospex Field Compass Black Dial Automatic Diver,573.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1103SRPD31K1.png
CRRF1131SRPD33K1,Seiko,Refurbished Seiko Prospex Green Dial Automatic Diver's Green Dial ,578.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1131SRPD33K1.png
CRRF1135SRPE72K1,Seiko,Refurbished Seiko 5 Sports Rose Gold Tone Automatic SRPE72 SRPE72K,460.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1135SRPE72K1.png
CRRF1165SRE005K1,Seiko,Refurbished Seiko 5 Sports Compact Leather Beige Dial Automatic SR,382.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1165SRE005K1.png
CRRF1166SRPD21J1,Seiko,Refurbished Seiko Prospex Turtle Save The Ocean Automatic Diver's ,619.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1166SRPD21J1.png
CRRF1349SRPJ35K1,Seiko,Refurbished Seiko Prospex Turtle Tropical Lagoon Special Edition A,551.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1349SRPJ35K1.png
CRRF1566SNZ450J1,Seiko,"Refurbished Seiko 5 Sports Gold Tone Stainless Steel Gold Dial 2""]",363.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1566SNZ450J1.png
CRRF1574SRPK97K1,Seiko,"Refurbished Seiko 5 Sports SKX Series Stainless Steel Blue Sunra""]",496.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1574SRPK97K1.png
CRRF1577SRPG57K1,Seiko,Refurbished Seiko Prospex Antarctica Monster Save The Ocean Specia,665.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1577SRPG57K1.png
CRRF1622SSK001K1,Seiko,Refurbished Seiko 5 Sports Black Grape GMT SKX Re-Interpretation A,622.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1622SSK001K1.png
CRRF215-SKX007K1,Seiko,Refurbished Seiko Black Dial Automatic Diver SKX007K1 Men's Watch,833.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF215-SKX007K1.png
CRRF229SRE004K1,Seiko,Refurbished Seiko 5 Sports Two Tone Stainless Steel White Dial Aut,447.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF229SRE004K1.png
CRRF273SND253P1,Seiko,Refurbished Seiko Flightmaster Pilot Slide Rule Chronograph SND253,307.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF273SND253P1.png
CRRF292SRPA83J1,Seiko,Refurbished Seiko Prospex PADI Automatic Diver's 200M Japan Made S,600.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF292SRPA83J1.png
CRRF300SNE535P1,Seiko,Refurbished Seiko Prospex Street Series Solar SNE535 SNE535P1 SNE5,512.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF300SNE535P1.png
CRRF329SNE435P1,Seiko,Refurbished Seiko Prospex PADI Special Edition Solar Diver's 200M ,462.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF329SNE435P1.png
CRRF366SRPD31J1,Seiko,Refurbished Seiko Prospex Automatic Field Compass SRPD31 SRPD31J1 ,530.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF366SRPD31J1.png
CRRF37-SRPD25J1,Seiko,Refurbished Seiko Prospex Monster Automatic Diver's SRPD25J1 200M ,685.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF37-SRPD25J1.png
CRRF375SNP089P1,Seiko,Refurbished Seiko Sportura Kinetic Perpetual SNP089 SNP089P1 SNP08,658.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF375SNP089P1.png
CRRF416SKX013K2,Seiko,Refurbished Seiko Automatic Scuba Divers 21 Jewels 200M SKX013K2 M,654.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF416SKX013K2.png
CRRF443SRPB53K1,Seiko,Refurbished Seiko Prospex Samurai Diver's Automatic SRPB53 SRPB53K,525.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF443SRPB53K1.png
CRRF447SKX013K1,Seiko,Refurbished Seiko Automatic Diver's 200M SKX013 SKX013K1 SKX013K M,586.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF447SKX013K1.png
CRRF469SSK005J1,Seiko,Refurbished Seiko 5 Sports SKX Sports Style GMT Stainless Steel Or,541.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF469SSK005J1.png
CRRF470SNA411P1,Seiko,Refurbished Seiko Flightmaster SNA411 SNA411P1 SNA411P Pilot's Fli,627.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF470SNA411P1.png
CRRF479SSB413P1,Seiko,Refurbished Seiko Urban Sports Chronograph Black Dial Quartz SSB41,351.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF479SSB413P1.png
CRRF480SKX007K1,Seiko,Refurbished Seiko Automatic Diver SKX007 SKX007K1 SKX007K Rubber B,831.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF480SKX007K1.png
CRRF51-SSC783P1,Seiko,Refurbished Seiko Prospex Chronograph Solar Diver's SSC783P1 200M ,628.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF51-SSC783P1.png
CRRF526SSB377P1,Seiko,Refurbished Seiko Chronograph Quartz SSB377 SSB377P1 SSB377P 100M ,254.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF526SSB377P1.png
CRRF610SRPG15K1,Seiko,Refurbished Seiko Prospex Land Tortoise Automatic Diver's SRPG15 S,525.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF610SRPG15K1.png
CRRF622SRP773J1,Seiko,Refurbished Seiko Prospex Turtle Automatic Diver's 200M SRP773 SRP,428.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF622SRP773J1.png
CRRF624SSC615P1,Seiko,Refurbished Seiko Prospex Diver's Solar Chronograph 200M SSC615 SS,479.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF624SSC615P1.png
CRRF66-SKX009K1,Seiko,Refurbished Seiko Blue Dial Automatic Diver's SKX009K1 Men's Watch,581.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF66-SKX009K1.png
CRRF70-SRPG61K1,Seiko,Refurbished Seiko 5 Sports Grey Dial Automatic SRPG61K1 100M Men's,416.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF70-SRPG61K1.png
CRRF708SNA414P1,Seiko,Refurbished Seiko Flight Alarm Chronograph Pilot's SNA414 SNA414P1,445.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF708SNA414P1.png
CRRF720SNE437P1,Seiko,Refurbished Seiko Prospex Solar Diver's 200M SNE437 SNE437P1 SNE43,462.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF720SNE437P1.png
CRRF733SRP837J1,Seiko,Refurbished Seiko Presage Automatic SRP837 SRP837J1 SRP837J Japan ,548.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF733SRP837J1.png
CRRF74-SNE587,Seiko,Refurbished Seiko Prospex Black Series Night Vision Solar Diver’s ,802.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF74-SNE587.png
CRRF832SRH014P1,Seiko,Refurbished Seiko Velatura Kinetic Direct Drive SRH014 SRH014P1 SR,760.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF832SRH014P1.png
CRSAA02002D3,Orient,Orient Mako II Blue Dial Automatic Diver's SAA02002D3 200M Men's W,351.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSAA02002D3.png
CRSAA02009D3,Orient,Orient Mako II SAA02009D3 Automatic 200M Japan Made Men's Watch,370.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSAA02009D3.png
CRSAB0C002W9,Orient,Orient 3 Star SAB0C002W9 Automatic Japan Made Men's Watch,142.0,"$50, $125, $250",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSAB0C002W9.png
CRSAB0C004B9,Orient,Orient 3 Star SAB0C004B9 Automatic Japan Made Men's Watch,142.0,"$50, $125, $250",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSAB0C004B9.png
CRSAB0C005C8,Orient,Orient 3 Star SAB0C005C8 Automatic Japan Made Men's Watch,162.0,"$50, $125, $250",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSAB0C005C8.png
CRSAB0C006B9,Orient,Orient 3 Star SAB0C006B9 Automatic Japan Made Men's Watch,220.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSAB0C006B9.png
CRSAB0C007W9,Orient,Orient 3 Star SAB0C007W9 Automatic Japan Made Men's Watch,144.0,"$50, $125, $250",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSAB0C007W9.png
CRSDA02002W,Orient,Orient Star Automatic Open Heart SDA02002W Men's Watch,573.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSDA02002W.png
CRSDJ00001B0,Orient,Orient Star Automatic SDJ00001B0 SDJ00001B Men's Watch,774.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSDJ00001B0.png
CRSDJ00002W0,Orient,Orient Star Automatic GMT SDJ00002W0 Men's Watch,699.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSDJ00002W0.png
CRSNE107P1,Seiko,Seiko Solar Scuba Diver's Sports SNE107 SNE107P1 SNE107P Men's Wat,368.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSNE107P1.png
CRSNZ453J1,Seiko,Seiko 5 Sports Automatic 23 Jewels Japan Made SNZ453 SNZ453J1 SNZ4,237.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSNZ453J1.png
CRSNZG83J1,Seiko,Seiko 5 Sports Automatic SNZG83 SNZG83J1 SNZG83J Men's Watch,313.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSNZG83J1.png
CRSNZH51K1,Seiko,Seiko 5 Sports Automatic SNZH51K1 SNZH51 SNZH51K Men's Watch,313.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSNZH51K1.png
CRSRP169K1,Seiko,Seiko 5 Sports Automatic SRP169K1 SRP169K SRP169 Mens Watch,330.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSRP169K1.png
CRSRP201K1,Seiko,Seiko 5 Sports Automatic Diver SRP201K1 SRP201K SRP201,315.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSRP201K1.png
CRSRP215J2,Seiko,Seiko 5 Sports Automatic SRP215J2,357.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSRP215J2.png
CRSRP279K1,Seiko,Seiko 5 Sports Automatic SRP279 SRP279K1 SRP279K Men's Watch,311.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSRP279K1.png
CRSRP281J1,Seiko,Seiko 5 Sports Automatic SRP281J1 SRP281J SRP281,376.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSRP281J1.png
CRSRP357K2,Seiko,Seiko 5 Sports Automatic SRP357K2,286.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSRP357K2.png
CRSRP483K1,Seiko,Seiko 5 Sports Automatic Monster SRP483 SRP483K1 SRP483K Men's Wat,309.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRSRP483K1.png
CRU1043,Seiko,Refurbished Seiko Prospex Turtle International Edition Automatic D,622.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRU1043.png
CRU1064,Seiko,Refurbished Seiko Prospex Black Dial Solar Diver's SNE437P1 200M M,437.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor) + WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRU1064.png
CRVIC241688-1,Victorinox,Victorinox Swiss Army I.N.O.X. Rubber Strap Blue Dial Quartz Diver,666.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC241688-1.png
CRVIC241852,Victorinox,Victorinox Swiss Army Fieldforce Chronograph Black Dial Quartz 241,610.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC241852.png
CRVIC241855,Victorinox,Victorinox Field Force Swiss Army Quartz 241855 100M Men's Watch,629.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC241855.png
CRVIC241869,Victorinox,Victorinox Alliance Swiss Army Black Dial Automatic 241869 100M Me,724.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC241869.png
CRVIC241871,Victorinox,Victorinox Alliance Swiss Army White Dial Automatic 241871 100M Me,604.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC241871.png
CRVIC241930,Victorinox,Victorinox Fieldforce Classic GMT Black Dial Quartz 241930 100M Me,571.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC241930.png
CRVIC241934,Victorinox,Victorinox Maverick Green Dial Quartz 241934 100M Men's Watch,714.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC241934.png
CRVIC241978,Victorinox,Victorinox Journey 1884 Stainless Steel Blue Dial Quartz Diver's 2,819.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC241978.png
CRVIC242009,Victorinox,Victorinox Swiss Army Journey 1884 Antimagnetic Black Dial Quartz ,822.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC242009.png
CRVIC242040,Victorinox,Victorinox Swiss Army Leather Strap Blue Dial Quartz 242040 100M M,593.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRVIC242040.png
CRZ76802,Zeppelin,Zeppelin 100 Years ED.1 Germany Made 7680-2 76802 Men's Watch,506.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRZ76802.png
CRZ76901,Zeppelin,Zeppelin Series 100 Years ED.1 Germany Made 7690-1 76901 Men's Wat,447.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRZ76901.png
W1115,Breitling,BREITLING Super Chronomat B01 44MM Green Dial Rubber Men's Watch U,11749.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1115.png
W1138,Breitling,BREITLING Superocean SS Automatic 36MM White Dial Women's Watch A1,5125.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1138.png
W1156,Breitling,BREITLING Chronomat B01 42MM 18K Rose Gold Bezel Rubber Men's Watc,11249.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1156.png
W1209,Breitling,BREITLING Chronomat B01 CHRONO 42MM Gray Dial Men's Watch EB013410,9600.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1209.png
W1210,Breitling,BREITLING Avenger B01 CHRONO 44MM Green Dial Men's Watch AB0147101,5938.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1210.png
W1214,Breitling,BREITLING Navitimer AUTO 41MM Blue Dial Leather Men's Watch A17329,5625.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1214.png
W1215,Breitling,BREITLING Superocean AUTO 42MM Green Dial Rubber Men's Watch N1737,5538.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1215.png
W1251,Omega,OMEGA Seamaster Blue Dial 18K Yellow Gold 42MM Men's Watch 210.20.,14524.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1251.png
W1256,Omega,OMEGA Seamaster Auto 42 MM Blue Dial SS Men's Watch 210.30.42.20.0,7874.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1256.png
W1259,Omega,OMEGA Constellation DOUBLE EAGLE 41MM CHRONO BLK Dial Watch 1519.5,7499.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1259.png
W1260,Omega,OMEGA Seamaster 42MM Gray Dial Rubber Men's Watch 210.32.42.20.06.,6785.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1260.png
W1296,Longines,LONGINES PrimaLuna Quartz 30MM Blue MOP Dial SS Women's Watch L8.1,1421.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1296.png
W1307,Longines,LONGINES GMT HydroConquest Automatic 41MM Brown Dial Men's Watch L,2360.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1307.png
W1322,Longines,LONGINES HydroConquest Quartz 32MM MOP 11 Diamond Dial Women's Wat,1560.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1322.png
W1324,Longines,LONGINES Evidenza Automatic 26MM Champagne Dial Leather Women's Wa,1878.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1324.png
W1334,Longines,LONGINES Evidenza Automatic 26MM Blue Dial Leather Women's Watch L,1975.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1334.png
W1335,Longines,LONGINES Evidenza Automatic 26MM Grey Dial Leather Women's Watch L,1788.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1335.png
W1343,Longines,LONGINES PrimaLuna Quartz 26.5MM Blue 11 Diamond Dial Women's Watc,1617.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1343.png
W1351,Longines,LONGINES Conquest Chronograph 42MM Silver Dial Rubber Men's Watch ,4150.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W1351.png
